Hugo_Symbol	Entrez_Gene_Id	GTEX-S32W-1526-SM-4AD6Z	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ	GTEX-TML8-0726-SM-4DXTT	GTEX-T5JW-0726-SM-4DM6D	GTEX-S341-1126-SM-4AD6T	GTEX-T6MO-1426-SM-4DM73	GTEX-S341-1326-SM-4AD72	GTEX-S4UY-1426-SM-4AD6Y	GTEX-TSE9-2726-SM-4DXSQ	GTEX-S32W-1626-SM-4AD6G
ZNF213	7760	273.37	132.44	182.55	301.33	318.57	242.88	242.88	301.33	260.38	134.3	295.11
C16orf80	29105	1143.1	1388.16	1340.84	1594.73	775.05	1286.18	1037.29	1733.13	1295.13	1806.78	1001.93
ULK3	25989	638.15	441.64	1950	412	1529.73	341.51	1001.93	780.44	532.74	432.53	457.25
CPSF4L	642843	3.72	0	0	0	11.13	1.53	8.65	0	7.22	0	0
CPEB3	22849	12.09	18.56	217.27	30.34	94.67	42.11	42.71	74.06	48.52	25.54	26.28
GSTM5	2949	285.03	5219.6	67.59	2178.83	753.83	1977.24	2075.59	1167.14	1350.18	7130.55	215.77
SGSM1	129049	82.29	75.11	40.36	158.79	38.12	190.34	180.02	480.04	166.73	104.42	122.64
GAPDHS	26330	0	0.71	3.92	1.53	0.99	1.68	2.27	0.92	0	0	1.62
GBA2	57704	1104.13	915.51	264.03	708.18	674.59	1151.06	1259.69	1277.29	921.88	764.36	1030.12
USB1	79650	878.17	483.38	651.58	551.56	314.17	447.82	483.38	503.95	486.75	559.28	1066.48
ATF4	468	6337.83	12589.08	3515.68	7130.55	7433.4	6745.86	6792.79	6250.56	4769.75	11345.82	6840.04
OPA1	4976	387.02	138.1	902.89	293.07	563.18	264.03	158.79	334.46	291.04	202.66	334.46
ARHGAP33	115703	212.78	297.17	100.83	244.57	66.18	155.5	156.59	175.07	166.73	339.14	84.63
NR2C2	7182	73.03	66.18	98.04	67.59	50.27	117.6	125.24	123.5	127	70.51	70.01
CYP17A1	1586	13.03	39.5	20.56	38.95	24.28	18.43	36.53	53.95	13.93	29.91	9.93
DOPEY2	9980	45.85	45.53	1096.5	71.5	327.56	74.58	54.33	101.54	82.29	23.08	66.18
GDE1	51573	842.36	493.56	1081.39	1044.52	934.76	967.76	830.75	947.83	934.76	450.94	1059.11
TMEM253	643382	9.63	20.86	387.02	23.76	46.5	4.62	16.51	112.77	13.42	32.59	8.58
PC	5091	325.29	122.64	591.22	441.64	363.56	140.04	180.02	205.5	258.57	115.16	171.45
ALG12	79087	379.04	125.24	195.72	463.65	253.23	444.72	371.22	669.92	307.69	267.73	438.59
GJB4	127534	0	0	113315.62	0.29	2976.74	0.27	3.96	114.36	0	1.06	0
ATAD2	29028	87.03	82.87	476.71	56.28	82.29	81.71	122.64	76.17	43.32	81.71	154.42
NKD1	85407	24.99	339.14	0	154.42	0.96	221.86	44.57	66.65	70.51	80.01	85.82
DAGLA	747	67.12	17.38	2.27	63	7.4	31	48.52	51.71	46.84	18.03	36.01
ACTR8	93973	307.69	291.04	214.27	281.09	215.77	403.5	429.54	642.59	384.34	275.28	297.17
AAED1	195827	267.73	211.31	26.28	251.48	115.16	295.11	197.09	228.13	289.02	214.27	395.18
SMC1B	27127	4.54	1.93	21.78	0	0	0.6	2.14	2.18	0	0	8.58
PRDM10	56980	53.95	90.14	59.97	45.85	64.8	73.03	70.01	99.43	71	97.36	53.19
SLC26A11	284129	363.56	447.82	135.24	295.11	123.5	202.66	460.44	336.79	303.44	414.87	265.87
CAPRIN2	65981	143.01	309.83	29.91	134.3	59.13	198.47	297.17	237.86	161.02	303.44	127.89
DOK3	79930	80.57	34.75	96.01	105.15	113.56	75.11	134.3	95.34	66.18	39.22	75.64
MYBBP1A	10514	2287.2	909.17	457.25	693.58	909.17	563.18	660.68	928.3	633.73	890.44	1268.46
GRIN1	2902	0.54	0	11.04	2.1	13.72	4.31	46.84	64.8	0.15	0.13	0.15
COMMD8	54951	371.22	176.29	612.11	406.31	607.87	325.29	229.72	251.48	323.03	181.28	412
CTAGE8	100142659	26.1	49.91	197.09	50.63	373.81	59.97	106.63	165.57	21.16	50.63	20.11
TCEAL3	85012	2047	2468.49	128.79	1757.34	988.12	3794.3	1594.73	1487.87	3190.46	2434.5	2335.28
CTD-2528L19.4	0	0	0	0	0	0	0	0	0	0	0	2.71
CHD5	26038	3.17	14.56	0.6	3.5	1.91	4.13	1.23	1.89	1.68	5.32	19.25
LCP2	3937	323.03	514.56	69.52	348.71	120.94	450.94	420.68	497	587.13	358.54	536.45
AL359736.1	0	0	0	0	18.97	0	7.88	13.22	0	0	0	0
ANG	283	808	3190.46	55.89	1023	346.29	1322.37	1519.15	974.5	825	5006.93	738.29
CANT1	124583	854.13	285.03	2468.49	902.89	791.35	511	775.05	928.3	612.11	351.14	915.51
SUSD5	26032	89.51	223.41	1.5	118.43	10.96	444.72	26.67	143.01	91.41	76.17	363.56
SUCLA2	8803	1088.92	587.13	775.05	896.64	941.27	1151.06	599.49	854.13	708.18	769.69	1151.06
TSHZ2	128553	65.72	42.71	7.11	172.65	28.45	136.19	94.01	77.79	279.14	57.08	108.9
FBXO39	162517	2.53	10.39	13.93	65.72	23.25	16.03	6.06	35.76	9.85	11.64	9.2
GPR139	124274	2.25	0	0	0	0	0	0	1.3	1.71	0	0
EXOC8	149371	67.59	52.45	112.77	109.66	134.3	81.14	107.38	146.03	77.79	59.13	128.79
TTC7B	145567	258.57	1216.75	12.45	269.6	55.49	559.28	299.25	320.8	493.56	848.22	387.02
PDCD7	10081	339.14	595.34	521.76	454.09	361.04	329.84	368.65	343.89	343.89	417.77	457.25
UBAP1	51271	1295.13	1508.65	3146.52	1015.93	2047	1259.69	988.12	902.89	1286.18	1529.73	1359.57
LSM4	25804	3257.52	1923.14	4903.87	2777.33	3235.01	2240.11	2287.2	2895.31	2367.9	2047	2835.7
AP000974.1	0	2.71	10	0.52	3.08	1.79	1.53	3.5	2.61	1.57	5.82	1.73
SH3D21	79729	27.84	77.25	656.11	70.51	435.55	59.13	123.5	149.12	72.01	88.26	26.47
POLK	51426	161.02	187.71	98.04	258.57	96.68	273.37	147.06	236.21	141.02	307.69	181.28
KXD1	79036	2090.03	3235.01	1313.23	2335.28	1508.65	1388.16	2004.85	1437.15	2018.8	2468.49	1870.53
SOX11	6664	0	0	0	0	0	2.12	8.25	2.01	2.01	0	8.06
HOXC6	3223	0.69	11.21	0	16.51	1.06	2.43	4.62	1.91	4.1	5.11	5.02
MAML2	84441	138.1	173.85	162.14	205.5	121.79	395.18	253.23	620.67	209.84	366.09	190.34
XAGE2B	9502	0	0	0	0	0	0	0	0	0	0	0
KIAA1143	57456	301.33	295.11	291.04	289.02	406.31	521.76	293.07	463.65	289.02	262.2	563.18
COL23A1	91522	77.25	18.97	490.14	3491.39	902.89	195.72	1639.59	397.93	559.28	34.26	108.9
MGAT4A	11320	152.28	27.05	111.21	59.55	109.66	124.37	198.47	150.17	212.78	15.11	251.48
PFKFB3	5209	543.96	674.59	17804.06	497	2720.15	713.11	688.78	567.1	1639.59	813.63	638.15
NCS1	23413	813.63	289.02	114.36	483.38	127.89	579.04	163.28	148.09	500.46	178.77	665.29
AOC1	26	32.59	3.23	607.87	85.82	291.04	8.45	5872.48	74243.68	1.69	10.24	7.94
AC021860.1	0	7.46	24.99	0.75	18.7	8.06	9.34	28.86	19.82	40.07	28.45	6.94
WIZ	58525	830.75	490.14	239.52	1023	507.46	902.89	624.99	507.46	967.76	384.34	759.08
PDE8B	8622	289.02	170.25	4.21	334.46	20.71	493.56	327.56	356.05	595.34	145.02	329.84
SLMO2	51012	563.18	447.82	2468.49	339.14	1030.12	497	536.45	848.22	473.41	392.44	780.44
SLC25A48	153328	4.74	0	255	0	176.29	3.63	318.57	89.51	4095	0	2.27
KRTAP20-1	337975	0	0	0	0	0	0	0	0	0	0	0
RDM1	201299	0	3.79	87.65	7.28	7.51	9.56	0	0	5.45	0	17.9
PCLO	27445	13.03	61.25	397.93	40.64	444.72	54.33	154.42	151.22	49.56	325.29	12.45
MYH8	4626	0.57	0.55	0	0	0	3.56	0	3.35	0.61	0.52	0.59
INO80B	83444	896.64	1651	780.44	808	1143.1	842.36	1977.24	1447.15	1051.79	1540.37	624.99
LSMD1	84316	5403.7	4607.24	2875.3	4038.61	3419.52	3690.52	4671.57	3540.14	3742.05	2875.3	4066.71
POU6F1	5463	327.56	679.29	21.47	297.17	108.14	318.57	454.09	351.14	376.41	684.02	208.38
TYW1	55253	808	293.07	135.24	780.44	392.44	759.08	287.01	463.65	825	343.89	624.99
ZNF606	80095	67.59	26.1	26.67	140.04	241.19	137.14	423.61	476.71	241.19	49.21	97.36
RP11-463C8.4	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1	84624	84.63	164.42	4.39	358.54	249.73	242.88	124.37	158.79	267.73	141.02	49.21
ECSCR	641700	4543.8	1225.22	287.01	2701.35	583.07	1757.34	1331.57	329.84	2061.24	928.3	4671.57
YIF1B	90522	1467.37	1242.34	1051.79	1183.45	819.3	684.02	599.49	612.11	921.88	928.3	1096.5
AEN	64782	400.71	387.02	145.02	208.38	144.01	166.73	121.79	182.55	175.07	291.04	379.04
RP11-849H4.2	0	26.1	38.67	87.03	42.41	27.05	79.45	53.95	124.37	108.14	38.95	37.32
SLC39A11	201266	215.77	143.01	638.15	309.83	435.55	293.07	373.81	346.29	309.83	122.64	271.48
SPR	6697	780.44	395.18	379.04	684.02	409.15	536.45	1051.79	872.1	575.03	500.46	723.08
EIF3A	8661	1769.57	1059.11	2061.24	1477.58	2018.8	1617	1259.69	1519.15	1407.55	1233.75	1883.54
GLIS1	148979	130.6	85.82	27.84	94.67	92.7	93.35	406.31	325.29	217.27	112.77	46.18
ZCCHC12	170261	1427.22	320.8	2.61	1674.06	67.12	2976.74	587.13	1594.73	1331.57	49.21	1950
DEFB129	140881	0	0	0	0	0	0	0	0	0	0	0
ANKRD42	338699	299.25	217.27	28.86	149.12	35	161.02	264.03	651.58	96.01	264.03	301.33
TNNT1	7138	0	6.94	1242.34	2.94	74.58	0	21.63	34.26	1.22	0	3.11
CASP1	834	325.29	104.42	5872.48	532.74	2976.74	221.86	866.07	409.15	132.44	150.17	417.77
TNRC6C	57690	57.08	165.57	7.28	100.13	29.48	108.14	100.13	146.03	121.79	246.28	87.65
EMC4	51234	3794.3	3874.05	5441.3	3081.75	4419.52	3716.2	1819.35	3081.75	2240.11	3419.52	3742.05
UBE2J2	118424	1175.27	1183.45	928.3	981.29	961.07	1001.93	1023	1286.18	1044.52	1096.5	1242.34
RNASE11	122651	1.6	0	0	0	0	1.81	1.77	0	1.64	0	0
TMSB15A	11013	189.02	325.29	13.42	220.32	18.29	1277.29	67.12	529.06	3419.52	775.05	40.07
CIB4	130106	51.35	2.32	0	13.83	6.57	2.73	2.66	2.16	2.16	4.86	20.56
NLRX1	79671	172.65	98.04	1936.53	264.03	878.17	249.73	246.28	327.56	226.54	60.82	157.68
EEF2	1938	40341.14	50709.61	29327.18	38966.94	31870.96	49322.93	45701.96	43840.21	32767	36864.92	46986.85
SIGLEC8	27181	3.92	7.28	8.92	9.41	8.92	40.93	101.54	82.87	2.16	9.93	1.41
AC074091.13	0	0.53	1.6	0	1.85	0	2.12	0	1.71	2.34	7.4	0.8
CTD-3148I10.1	0	0	0	0	0	0	0	0	0	0	0	0
OR4F21	441308	0	0	0	0	0	0	0	0.91	0	0.03	1.2
CYP26A1	1592	6.62	8.99	24.99	4.94	0	4.82	43.94	11.13	2.66	3.23	10.79
CAD	790	802.41	603.67	275.28	483.38	414.87	486.75	490.14	334.46	480.04	441.64	483.38
CDKN2C	1031	251.48	909.17	122.64	854.13	152.28	981.29	400.71	353.59	1175.27	723.08	684.02
HES4	57801	198.47	1183.45	543.96	384.34	163.28	305.55	253.23	177.53	190.34	271.48	269.6
B4GALT4	8702	476.71	406.31	884.29	1023	547.75	511	423.61	1023	543.96	248	470.14
RP11-861L17.3	0	0	0.93	0	0	0	0.91	0	0	0	0	0
TBC1D32	221322	73.54	73.54	84.63	140.04	154.42	63	58.3	271.48	70.01	136.19	43.32
AADACL4	343066	1.13	7.94	0	2.1	1.27	2.56	3.26	0.27	0	9.85	0.11
TRAF5	7188	224.97	212.78	10.55	211.31	43.02	291.04	159.9	153.34	332.14	169.07	211.31
TMEM220	388335	189.02	150.17	15	312	237.86	379.04	295.11	460.44	283.05	182.55	256.78
RAB31	11031	2664.15	684.02	2609.3	10084.54	934.76	2193.99	1175.27	1216.75	2209.26	802.41	2758.13
RNF170	81790	99.43	120.94	312	291.04	297.17	205.5	258.57	397.93	163.28	162.14	118.43
APOBEC3G	60489	490.14	316.37	426.57	934.76	151.22	194.36	507.46	555.41	309.83	547.75	403.5
PLEKHJ1	55111	1651	1350.18	1059.11	1331.57	1259.69	791.35	1208.34	860.08	1167.14	1259.69	1594.73
GAGE12I	2576	0	0	0	0	0	0	0	0	0	0	0
MATK	4145	42.41	12.64	194.36	112.77	275.28	190.34	50.27	223.41	19.39	9.48	38.4
CDV3	55573	1674.06	1529.73	1059.11	1295.13	1540.37	1662.49	1111.82	1498.22	1519.15	1806.78	2004.85
KIAA0355	9710	226.54	264.03	181.28	228.13	120.94	450.94	316.37	248	366.09	273.37	307.69
TRAPPC5	126003	2664.15	3491.39	3768.09	4152.18	4575.41	1594.73	4095	2609.3	3467.27	1883.54	2485.67
ASXL1	171023	486.75	1030.12	185.11	412	334.46	728.11	748.61	620.67	629.35	1111.82	441.64
GMEB1	10691	205.5	149.12	153.34	153.34	156.59	111.99	116.78	145.02	165.57	153.34	234.57
DAAM1	23002	327.56	309.83	1369.04	271.48	830.75	981.29	148.09	229.72	775.05	339.14	368.65
MRPL9	65005	1427.22	1605.83	713.11	954.43	1073.91	1457.23	1242.34	988.12	1127.35	1104.13	1540.37
TAGLN2	8407	11267.44	8421.31	20030.74	13586.57	16727.26	6516.03	10808.41	7180.15	7382.04	8363.13	13215.02
KCTD18	130535	172.65	176.29	208.38	262.2	348.71	466.88	323.03	387.02	361.04	190.34	232.94
GPX7	2882	1295.13	189.02	13.12	2133.97	159.9	848.22	1151.06	1216.75	1594.73	249.73	759.08
TRIM56	81844	135.24	57.89	126.12	60.82	61.25	187.71	208.38	314.17	153.34	54.72	201.25
NARS	4677	1781.89	981.29	1378.57	1313.23	1870.53	1378.57	1369.04	1819.35	1437.15	1081.39	1651
SLC26A6	65010	145.02	361.04	161.02	151.22	147.06	128.79	291.04	202.66	126.12	275.28	181.28
TOR1A	1861	866.07	547.75	460.44	743.43	555.41	693.58	521.76	603.67	684.02	575.03	934.76
AC006486.9	0	0	0	0	0	0	0	0	0	0	0	0
ERGIC1	57222	1167.14	1242.34	1073.91	2061.24	2193.99	2915.45	5995.9	7433.4	1697.45	1397.83	1199.98
APMAP	57136	2287.2	1135.2	320.8	1733.13	620.67	1447.15	1437.15	1388.16	1857.6	1111.82	1896.65
C14orf119	55017	1709.26	836.53	1417.35	2018.8	1467.37	1304.15	1561.89	1427.22	1651	928.3	1909.85
RP11-302B13.5	0	50.63	10.88	11.91	23.25	9.48	18.97	26.86	13.12	0	42.11	29.7
RP11-162P23.2	0	0	0	0	0	0	0	7.69	13.12	8.65	0	0
ETS1	2113	872.1	567.1	136.19	769.69	172.65	1059.11	961.07	748.61	1427.22	665.29	896.64
NEUROG2	63973	0	0	0	0	0	0	0	0	19.82	0	0
MAD2L1BP	9587	318.57	303.44	679.29	473.41	463.65	351.14	497	587.13	387.02	301.33	444.72
FCRLA	84824	7.4	0	17.38	40.64	34.02	45.21	20.56	55.49	7.63	3.32	6.06
ETV5	2119	26.47	55.1	251.48	107.38	54.33	119.26	206.94	325.29	78.89	69.52	595.34
XBP1	7494	6607.01	4903.87	1977.24	9945.68	2468.49	2835.7	22692.63	21468.49	2682.69	4869.99	8658.09
NCAPG2	54892	80.01	74.58	547.75	72.52	88.88	126.12	153.34	108.9	106.63	76.71	94.67
EPCAM	4072	165.57	232.94	3982.99	176.29	2119.22	141.02	40062.48	68793.23	224.97	205.5	420.68
FABP7	2173	3.29	295.11	0	3.69	0	406.31	0	4.66	113.56	1096.5	2.78
ANGEL2	90806	260.38	397.93	170.25	341.51	283.05	503.95	514.56	536.45	312	441.64	307.69
OPN3	23596	285.03	123.5	1617	679.29	4972.34	525.39	624.99	473.41	753.83	114.36	348.71
ECHDC2	55268	1088.92	5403.7	1769.57	2090.03	1662.49	1572.76	3847.29	3325.99	1331.57	5255.91	1216.75
OSBPL3	26031	87.65	25.91	555.41	70.51	854.13	124.37	432.53	620.67	54.72	25.72	57.49
THNSL1	79896	88.88	131.51	81.71	132.44	82.87	60.39	93.35	170.25	87.65	108.14	89.51
ZNF391	346157	69.52	106.63	20.86	134.3	23.08	36.53	267.73	198.47	46.84	69.52	85.82
RABGGTB	5876	2240.11	1572.76	1662.49	1159.07	2645.74	967.76	1008.9	1081.39	941.27	1651	2075.59
ARHGEF25	115557	583.07	1477.58	7.51	878.17	49.56	616.37	332.14	191.67	748.61	1001.93	669.92
ARMC10	83787	1250.98	1159.07	616.37	1519.15	813.63	954.43	785.88	1073.91	1030.12	1313.23	1295.13
STX7	8417	341.51	373.81	579.04	599.49	414.87	642.59	447.82	669.92	738.29	463.65	836.53
LGALS9C	284194	10.16	0	9025.81	0.96	4268.94	1.51	1.46	4.78	6.31	1.36	9.41
HYDIN	54768	81.14	132.44	0	44.25	2.27	19.53	205.5	1529.73	11.21	57.89	55.49
ROBO1	6091	218.79	854.13	1286.18	753.83	2287.2	1183.45	423.61	1561.89	896.64	909.17	406.31
PLA1A	51365	3235.01	20.86	12.83	500.46	28.24	108.9	82.29	81.71	878.17	231.32	1487.87
TGIF2	60436	295.11	299.25	123.5	295.11	104.42	351.14	343.89	368.65	327.56	332.14	314.17
RPS6KA3	6197	224.97	131.51	353.59	166.73	166.73	269.6	149.12	176.29	285.03	105.89	343.89
TRIM10	10107	0	0	0	0.91	0	0	63.45	121.79	0	0	0.8
TUBAL3	79861	3.41	0	8.32	13.62	20.11	0	19.53	7	0	0	4.5
MTCH1	23787	6745.86	10154.69	2271.4	5751.61	3901.01	5831.91	7280.4	4937.99	5555.65	11189.6	4836.35
CDCA7L	55536	224.97	656.11	1242.34	470.14	665.29	624.99	473.41	660.68	961.07	669.92	140.04
LGSN	51557	0	0	0	2.56	0	2.48	0	36.79	7.82	0	7.57
SEP15	0	6745.86	4736.79	2609.3	8191	4575.41	6079.61	5403.7	7485.11	5403.7	5006.93	7130.55
KB-1507C5.2	0	56.28	447.82	111.99	371.22	221.86	143.01	406.31	334.46	271.48	708.18	43.32
CLDN16	10686	0	0	39.79	8.13	49.21	0	39.22	15.45	0	0	0
EIF4EBP1	1978	1369.04	1104.13	2758.13	638.15	902.89	813.63	753.83	414.87	1088.92	1023	884.29
FBXO6	26270	457.25	547.75	612.11	373.81	460.44	202.66	624.99	587.13	246.28	642.59	629.35
FERMT2	10979	2004.85	642.59	11.73	954.43	107.38	1819.35	305.55	395.18	1350.18	532.74	1923.14
AC007390.5	0	529.06	563.18	514.56	688.78	981.29	785.88	764.36	1331.57	470.14	660.68	713.11
SNRPA1	6627	825	1540.37	974.5	748.61	1199.98	723.08	928.3	947.83	748.61	1457.23	866.07
HOXC8	3224	0.34	2.39	0	14.14	0	2.71	5.02	0.16	1.95	2.01	4.94
SH3KBP1	30011	915.51	490.14	86.43	1233.75	403.5	878.17	571.05	1088.92	1277.29	954.43	713.11
TRMT10B	158234	123.5	277.2	96.01	171.45	190.34	211.31	221.86	305.55	161.02	279.14	164.42
AL358333.1	0	0	0	0	190.34	0	1151.06	0	769.69	400.71	66.65	246.28
ZBTB9	221504	151.22	63.45	175.07	144.01	134.3	95.34	135.24	165.57	108.14	78.34	183.82
KRI1	65095	688.78	518.15	612.11	591.22	764.36	559.28	718.08	529.06	633.73	486.75	656.11
CCDC127	133957	70.01	111.21	20.71	171.45	74.58	224.97	156.59	156.59	115.16	77.79	102.97
PPA1	5464	6792.79	3491.39	9673.69	2609.3	14461.21	2468.49	4671.57	3081.75	1540.37	3794.3	5183.54
SH3GLB2	56904	954.43	2739.08	7032.37	1561.89	3982.99	1519.15	4419.52	3614.55	1508.65	2591.27	842.36
AGO1	26523	85.22	116.78	94.67	170.25	80.01	223.41	133.36	194.36	163.28	143.01	117.6
ZNF671	79891	28.86	3.79	42.11	56.68	165.57	32.82	351.14	228.13	46.84	8.13	57.49
SHCBP1L	81626	1.13	20.26	1.66	1.36	0	1.3	3.08	3.11	1.2	2.73	21.63
CCNO	10309	18.29	26.86	143.01	23.08	100.83	10.79	1151.06	1127.35	10.55	37.59	47.17
WDR3	10885	351.14	72.52	202.66	224.97	283.05	186.4	118.43	265.87	162.14	85.82	281.09
SELM	0	18178.19	23492.92	63.89	15285.81	1378.57	15285.81	4736.79	4123.49	9673.69	17681.08	12764.83
GOLGB1	2804	483.38	346.29	633.73	813.63	651.58	624.99	1051.79	1250.98	684.02	392.44	551.56
ZNF598	90850	954.43	273.37	1397.83	587.13	1191.69	387.02	409.15	295.11	389.72	262.2	775.05
TAP2	6891	1015.93	242.88	1685.71	629.35	1397.83	202.66	289.02	82.87	106.63	186.4	466.88
LRRC30	339291	0	0	0	9.27	0	0	0	0	0	0	0
SLC22A25	387601	1.04	0	0.97	0	6.11	0	0.4	0	0.64	0	0.62
ZCWPW1	55063	120.94	325.29	33.78	142.01	146.03	143.01	262.2	170.25	127	395.18	111.99
GPR88	54112	0.72	5.63	0	0.28	0.83	1.01	1.22	0.51	2.63	0.45	2.81
CACNA1H	8912	819.3	555.41	0.52	497	14.35	1073.91	258.57	170.25	791.35	180.02	866.07
TMEM186	25880	262.2	215.77	312	232.94	339.14	242.88	332.14	265.87	279.14	167.9	267.73
HLX	3142	218.79	417.77	80.57	217.27	67.59	99.43	155.5	35.5	78.34	470.14	150.17
PDCD6IP	10015	638.15	1304.15	2319.15	921.88	1781.89	995	1088.92	1498.22	1044.52	1467.37	825
NDP	4693	194.36	438.59	0.3	242.88	7.88	728.11	808	2758.13	400.71	242.88	373.81
C14orf79	122616	199.85	98.73	127.89	363.56	236.21	178.77	403.5	981.29	232.94	68.55	241.19
AL590867.1	0	0	2.1	0	0	0	2.46	0	0.88	2.18	0.83	0
OR7C1	26664	1.71	0	2.05	0	19.53	0	21.47	2.29	0	0	0
EPPK1	83481	21.32	2.53	91.41	5.28	29.48	4.78	8.78	26.28	3.03	2.48	10.16
DEGS2	123099	63.45	26.47	20881.4	163.28	5633.22	8.06	934.76	660.68	28.86	30.78	83.45
SPOCK1	6695	473.41	511	18.16	599.49	153.34	1088.92	470.14	190.34	559.28	967.76	373.81
RND2	8153	22.75	551.56	2.71	10	13.62	95.34	40.36	37.05	332.14	307.69	23.59
TPD52L1	7164	2468.49	718.08	29327.18	1304.15	31215.04	1388.16	2739.08	2485.67	1487.87	480.04	2193.99
PIH1D3	139212	0	0	0	0	0	0	2075.59	8538.88	0	0	0
MSANTD3	91283	223.41	466.88	271.48	511	371.22	412	457.25	532.74	954.43	607.87	249.73
EFHC1	114327	87.03	514.56	78.89	191.67	115.97	130.6	1119.56	2209.26	271.48	612.11	94.67
BBS1	582	525.39	842.36	69.52	651.58	232.94	612.11	674.59	1044.52	476.71	921.88	470.14
FDPS	2224	2796.65	2777.33	13681.08	2193.99	6164.49	2224.63	5479.15	4836.35	2193.99	2319.15	2835.7
DNASE1L3	1776	35.25	620.67	1286.18	193.01	1044.52	348.71	57.89	18.29	74.06	412	182.55
ZMYND11	10771	981.29	1066.48	215.77	1051.79	540.19	1721.16	974.5	1268.46	1350.18	1322.37	1519.15
HARBI1	283254	48.87	22.43	45.21	48.52	56.28	44.25	38.67	66.65	53.95	23.25	59.97
INTS3	65123	941.27	1519.15	483.38	1183.45	358.54	836.53	1519.15	1216.75	1030.12	1359.57	796.86
IGSF10	285313	12.64	21.78	0.91	67.59	13.62	36.27	49.56	120.94	32.36	18.29	20.71
MRPS34	65993	2627.46	1529.73	2627.46	2032.85	3491.39	1697.45	2367.9	2485.67	1662.49	1447.15	1950
SNX30	401548	57.89	71.5	63	113.56	96.01	273.37	190.34	325.29	341.51	126.12	59.55
NDUFV1	4723	2573.36	4836.35	2104.58	2976.74	4066.71	3039.3	3515.68	4298.64	3081.75	4181.07	2224.63
WNK1	65125	500.46	441.64	5751.61	397.93	6337.83	884.29	476.71	595.34	743.43	808	567.1
RP1-241P17.4	0	22.1	25.91	32.59	22.43	20.56	25.91	47.5	28.45	18.7	47.5	18.84
EVC	2121	55.89	224.97	11.04	371.22	22.75	356.05	126.12	301.33	348.71	155.5	97.36
AP1S3	130340	18.43	3.47	329.84	18.7	171.45	7.57	47.5	82.87	7.34	1.25	5.06
MRGPRX1	259249	2.61	0	0	0	0	0	0	2.68	0	0	5.19
SPSB2	84727	178.77	193.01	351.14	563.18	293.07	363.56	336.79	366.09	262.2	251.48	273.37
C11orf42	160298	0	0	1.2	2.05	0	0.79	1.69	0	0.46	0.99	1.3
MUC15	143662	4.28	12.55	150561.19	4.54	101420.22	0	96.68	1447.15	0	7.88	18.43
UBE2F	140739	1540.37	872.1	1745.2	1295.13	1388.16	1111.82	866.07	738.29	1175.27	995	1832.01
SLC27A2	11001	9.34	5.96	1977.24	55.1	69.03	60.39	417.77	1427.22	6.21	42.11	11.21
NEK2	4751	10.55	0	208.38	17.38	71.5	0	22.1	43.32	10.71	0	0
CPT2	1376	183.82	102.97	438.59	273.37	318.57	221.86	242.88	312	201.25	92.7	198.47
MRPL38	64978	1199.98	2209.26	791.35	1096.5	1044.52	1023	1447.15	1233.75	1008.9	1991	1135.2
RNF6	6049	303.44	145.02	432.53	299.25	392.44	236.21	336.79	320.8	289.02	182.55	395.18
RGS9	8787	15	69.03	8	21.47	14.56	112.77	44.57	34.26	111.99	55.49	46.84
HPD	3242	183.82	14.14	1.41	54.72	15.91	32.59	4.46	1.66	16.03	8.85	94.67
AC006486.1	0	1.64	0.59	3.63	1.39	4.7	3.26	5.02	5.82	2.78	1.93	0.96
CYSLTR1	10800	80.01	3.14	8.38	109.66	18.84	68.07	21.78	29.06	43.63	1.77	33.3
ZNF669	79862	31.45	49.91	26.47	101.54	152.28	157.68	81.71	147.06	115.97	35.25	158.79
PRSS27	83886	45.21	18.84	577714.63	31.67	226632.25	38.4	54.72	33.78	71.5	34.26	44.89
ATP8A1	10396	63.45	44.57	20.56	94.67	78.89	189.02	231.32	143.01	199.85	100.13	67.59
GLDC	2731	17.9	0.82	7.11	90.14	0	211.31	2090.03	120.1	13.52	0.16	3.89
ALPK3	57538	24.81	88.88	5.11	256.78	117.6	75.11	103.69	854.13	22.92	16.75	96.01
FGF18	8817	38.95	166.73	0.72	182.55	10.31	37.05	117.6	273.37	6.26	27.25	902.89
TBL3	10607	1639.59	1127.35	1023	909.17	1709.26	890.44	802.41	785.88	1151.06	647.07	842.36
AC026202.1	0	1.53	0	3.14	0	0	0	0	0	2.68	0	0
ATN1	1822	3124.78	4095	507.46	1832.01	753.83	2224.63	3467.27	1936.53	2240.11	4010.71	2682.69
PPBP	5473	22.26	0	0	0	0	0	0	0	3.56	32.36	0
RPTOR	57521	366.09	204.07	106.63	376.41	146.03	356.05	163.28	205.5	293.07	143.01	269.6
ATP5I	521	12676.65	18304.63	15180.22	10225.32	20030.74	8479.89	11112.3	8778.97	10296.45	11189.6	11992.79
C17orf61-PLSCR3	0	43.94	47.5	15.11	41.22	10.63	40.07	23.76	15.68	0.64	46.5	9.7
C1orf220	400798	0.43	1.58	3.59	5.63	5.82	1.38	3.89	8.58	7.28	4.39	1.36
ALOX15B	247	23.76	0.64	291.04	0	825	15.45	21.47	19.82	8.78	0.96	25.72
